carrier,date,comp_alt_trans,comp_no_trans,comp_volunteers,denied_boarding,downgrades,no_comp_fail_comply,no_comp_new_flight,no_comp_small_equip,pass_no_trans,pass_trans,receive_comp,total_boardings,upgrades,volunteer_for_pay,denied_per_10k
AirTran,2008-04-01,0.0,30206.0,0.0,139.0,0.0,25.0,0.0,0.0,114.0,0.0,114.0,6533427.0,0.0,6877.0,0.21275205187109306
AirTran,2008-07-01,0.0,44564.0,0.0,321.0,0.0,134.0,0.0,0.0,187.0,0.0,187.0,6612928.0,0.0,14827.0,0.48541281562418337
AirTran,2008-10-01,0.0,36961.0,0.0,172.0,0.0,11.0,0.0,0.0,161.0,0.0,161.0,5754446.0,0.0,10948.0,0.2988993206296488
AirTran,2009-01-01,0.0,46591.0,0.0,188.0,0.0,8.0,0.0,0.0,180.0,0.0,180.0,5344683.0,0.0,10270.0,0.3517514509279596
AirTran,2009-04-01,0.0,35803.0,0.0,189.0,0.0,24.0,0.0,0.0,165.0,0.0,165.0,6208390.0,0.0,6899.0,0.30442675154105975
AirTran,2009-07-01,14698.0,0.0,0.0,55.0,0.0,1.0,0.0,0.0,54.0,0.0,54.0,6533184.0,0.0,7699.0,0.08418559771162117
AirTran,2009-10-01,31041.0,0.0,0.0,137.0,0.0,13.0,0.0,0.0,124.0,0.0,124.0,5911553.0,0.0,9042.0,0.23174959270431983
AirTran,2010-01-01,94438.0,0.0,0.0,283.0,0.0,6.0,0.0,0.0,277.0,0.0,277.0,5526408.0,0.0,15285.0,0.5120866935629798
AirTran,2010-04-01,62738.0,0.0,0.0,321.0,0.0,122.0,0.0,0.0,199.0,0.0,199.0,6534974.0,0.0,16231.0,0.4912031784671217
AirTran,2010-07-01,41381.0,0.0,0.0,197.0,0.0,44.0,0.0,0.0,153.0,0.0,153.0,6538710.0,0.0,11322.0,0.3012826689056404
AirTran,2010-10-01,23131.0,0.0,0.0,161.0,0.0,12.0,0.0,0.0,149.0,0.0,149.0,6121134.0,0.0,10016.0,0.2630231587807096
AirTran,2011-04-01,49841.0,0.0,0.0,284.0,0.0,13.0,0.0,0.0,271.0,0.0,271.0,6704438.0,0.0,11766.0,0.42360000942659176
AirTran,2011-07-01,80825.0,0.0,0.0,369.0,0.0,9.0,0.0,0.0,360.0,0.0,360.0,6533019.0,0.0,13380.0,0.5648230932743346
AirTran,2011-10-01,186292.0,0.0,0.0,404.0,0.0,2.0,0.0,0.0,402.0,0.0,402.0,5855058.0,0.0,10556.0,0.6900017045091611
AirTran,2011-01-01,35140.0,0.0,0.0,246.0,0.0,7.0,0.0,0.0,239.0,0.0,239.0,5604721.0,0.0,9648.0,0.4389156926812236
AirTran,2012-01-01,268773.0,0.0,0.0,431.0,0.0,2.0,0.0,0.0,429.0,0.0,429.0,5188466.0,0.0,10427.0,0.8306886852491662
AirTran,2012-04-01,277201.0,0.0,0.0,601.0,0.0,34.0,0.0,0.0,567.0,0.0,567.0,5990763.0,0.0,12026.0,1.0032111101707746
AirTran,2012-07-01,144908.0,0.0,0.0,365.0,0.0,5.0,0.0,0.0,360.0,0.0,360.0,5658334.0,0.0,9041.0,0.6450661979303449
AirTran,2012-10-01,337694.0,0.0,0.0,663.0,0.0,9.0,0.0,0.0,654.0,0.0,654.0,4906630.0,0.0,7e3,1.3512329236155975
AirTran,2013-01-01,487449.0,0.0,0.0,841.0,0.0,7.0,0.0,0.0,834.0,0.0,834.0,4525112.0,0.0,10336.0,1.858517535035597
AirTran,2013-04-01,368761.0,0.0,0.0,683.0,0.0,12.0,0.0,0.0,671.0,0.0,671.0,5031798.0,0.0,8832.0,1.3573676844738203
AirTran,2013-07-01,147494.0,0.0,0.0,276.0,0.0,5.0,0.0,0.0,271.0,0.0,271.0,4452451.0,0.0,4799.0,0.6198832957398072
AirTran,2013-10-01,330009.0,0.0,0.0,502.0,0.0,30.0,0.0,0.0,472.0,0.0,472.0,3822884.0,0.0,3507.0,1.313144735754472
AirTran,2014-01-01,487449.0,0.0,0.0,841.0,0.0,7.0,0.0,0.0,834.0,0.0,834.0,4525112.0,0.0,10336.0,1.858517535035597
AirTran,2014-04-01,386411.0,0.0,0.0,581.0,0.0,13.0,0.0,0.0,568.0,0.0,568.0,2692186.0,0.0,2251.0,2.15809754600908
AirTran,2014-07-01,192613.0,0.0,0.0,385.0,0.0,2.0,0.0,0.0,383.0,0.0,383.0,2027579.0,0.0,1515.0,1.8988162730034193
AirTran,2014-10-01,44324.0,0.0,0.0,82.0,0.0,7.0,0.0,0.0,75.0,0.0,75.0,1090988.0,0.0,394.0,0.7516123000436302
Alaska,2008-01-01,0.0,27256.0,0.0,297.0,11.0,90.0,3.0,16.0,188.0,0.0,188.0,3619711.0,73.0,2485.0,0.8205074935540434
Alaska,2008-04-01,0.0,12274.0,0.0,183.0,14.0,63.0,12.0,31.0,77.0,0.0,77.0,4083082.0,53.0,1995.0,0.44819085191039515
Alaska,2008-07-01,0.0,15064.0,0.0,210.0,12.0,50.0,7.0,47.0,106.0,0.0,106.0,4330749.0,33.0,1877.0,0.484904574243393
Alaska,2008-10-01,0.0,22746.0,0.0,293.0,8.0,89.0,27.0,32.0,145.0,0.0,145.0,3512911.0,18.0,1771.0,0.8340661064285433
Alaska,2009-01-01,0.0,180416.0,0.0,856.0,5.0,295.0,36.0,46.0,479.0,0.0,479.0,3258996.0,31.0,2326.0,2.6265757920537487
Alaska,2009-04-01,0.0,171348.0,0.0,626.0,10.0,352.0,33.0,38.0,203.0,0.0,203.0,3774628.0,18.0,2113.0,1.658441573580231
Alaska,2009-07-01,0.0,132480.0,0.0,862.0,0.0,569.0,20.0,81.0,192.0,0.0,192.0,4131885.0,15.0,2311.0,2.0862148873940103
Alaska,2009-10-01,0.0,79228.0,0.0,636.0,8.0,356.0,16.0,72.0,192.0,0.0,192.0,3526980.0,19.0,2478.0,1.8032424340370516
Alaska,2010-01-01,0.0,123956.0,0.0,538.0,1.0,275.0,17.0,63.0,183.0,0.0,183.0,3332632.0,26.0,2416.0,1.6143396570638464
Alaska,2010-04-01,0.0,49715.0,0.0,221.0,0.0,145.0,5.0,44.0,27.0,0.0,27.0,3930261.0,11.0,1052.0,0.5623036230927158
Alaska,2010-07-01,0.0,111477.0,0.0,646.0,9.0,212.0,181.0,71.0,182.0,0.0,182.0,4387652.0,24.0,2358.0,1.472313665714601
Alaska,2010-10-01,0.0,70382.0,0.0,418.0,3.0,89.0,192.0,38.0,99.0,0.0,99.0,3852268.0,24.0,1638.0,1.085075077850243
Alaska,2011-04-01,0.0,133355.0,0.0,384.0,19.0,96.0,53.0,41.0,194.0,0.0,194.0,4242336.0,138.0,1592.0,0.9051616845058948
Alaska,2011-07-01,0.0,126264.0,0.0,269.0,2.0,92.0,20.0,10.0,147.0,0.0,147.0,4590676.0,85.0,1424.0,0.585970345108215
Alaska,2011-10-01,0.0,166961.0,0.0,275.0,9.0,81.0,0.0,13.0,181.0,0.0,181.0,4008655.0,13.0,1226.0,0.6860156336726408
Alaska,2011-01-01,0.0,152346.0,0.0,439.0,3.0,76.0,140.0,41.0,182.0,0.0,182.0,3759030.0,86.0,1798.0,1.1678544730954528
Alaska,2012-01-01,0.0,207684.0,0.0,247.0,4.0,97.0,0.0,27.0,123.0,0.0,123.0,3910885.0,19.0,1465.0,0.6315706035846106
Alaska,2012-04-01,0.0,176453.0,0.0,276.0,0.0,88.0,0.0,22.0,166.0,0.0,166.0,4478826.0,33.0,1281.0,0.6162329146075333
Alaska,2012-07-01,0.0,246478.0,0.0,283.0,7.0,98.0,0.0,31.0,154.0,0.0,154.0,4767167.0,20.0,1365.0,0.5936439818449826
Alaska,2012-10-01,0.0,236196.0,0.0,297.0,11.0,108.0,0.0,44.0,145.0,0.0,145.0,4218458.0,19.0,1162.0,0.7040487306025093
Alaska,2013-01-01,0.0,131215.0,0.0,190.0,21.0,51.0,0.0,15.0,124.0,0.0,124.0,4203186.0,11.0,1155.0,0.45203804923217766
Alaska,2013-04-01,0.0,119054.0,0.0,152.0,3.0,35.0,0.0,13.0,104.0,0.0,104.0,4780086.0,71.0,877.0,0.31798591071374027
Alaska,2013-07-01,0.0,242031.0,0.0,245.0,6.0,94.0,0.0,14.0,137.0,0.0,137.0,5098158.0,99.0,1048.0,0.48056572589550967
Alaska,2013-10-01,0.0,111570.0,0.0,127.0,5.0,40.0,0.0,15.0,72.0,0.0,72.0,4436523.0,82.0,754.0,0.2862602087265185
Alaska,2014-01-01,0.0,131215.0,0.0,190.0,21.0,51.0,0.0,15.0,124.0,0.0,124.0,4203186.0,11.0,1155.0,0.45203804923217766
Alaska,2014-04-01,0.0,129113.0,0.0,196.0,3.0,104.0,0.0,31.0,61.0,0.0,61.0,4999049.0,27.0,1027.0,0.3920745725837054
Alaska,2014-07-01,0.0,227526.0,0.0,283.0,13.0,120.0,0.0,48.0,115.0,0.0,115.0,5517702.0,31.0,1305.0,0.512894679705428
Alaska,2014-10-01,0.0,138500.0,0.0,137.0,4.0,42.0,0.0,14.0,81.0,0.0,81.0,4937496.0,13.0,818.0,0.2774685792150515
Alaska,2015-01-01,0.0,251037.0,0.0,219.0,8.0,43.0,0.0,20.0,16.0,0.0,156.0,4975547.0,9.0,1737.0,0.44015261035620806
Alaska,2015-04-01,0.0,208708.0,0.0,191.0,9.0,35.0,0.0,34.0,122.0,0.0,122.0,5624304.0,30.0,1315.0,0.3395975750955141
Alaska,2015-07-01,0.0,180715.0,0.0,171.0,8.0,50.0,0.0,15.0,106.0,0.0,106.0,6064451.0,20.0,1267.0,0.2819711132961582
Alaska,2015-10-01,0.0,176107.0,0.0,159.0,1.0,38.0,0.0,15.0,106.0,0.0,106.0,5430824.0,23.0,1093.0,0.29277325135191273
Alaska,2016-01-01,0.0,256714.0,0.0,284.0,24.0,68.0,0.0,20.0,196.0,0.0,196.0,5344476.0,39.0,1982.0,0.5313897938731506
American,2008-01-01,26630.0,9387.0,0.0,1982.0,366.0,38.0,0.0,456.0,233.0,1255.0,1944.0,20231629.0,1144.0,21892.0,0.9796541840501326
American,2008-04-01,66302.0,16857.0,0.0,1389.0,246.0,30.0,0.0,426.0,132.0,801.0,1359.0,21673408.0,785.0,13654.0,0.6408775214308705
American,2008-07-01,213483.0,31369.0,1400.0,1101.0,192.0,27.0,0.0,307.0,110.0,657.0,1074.0,21237007.0,688.0,10960.0,0.5184346362931462
American,2008-10-01,245168.0,19706.0,0.0,1096.0,165.0,9.0,0.0,262.0,85.0,740.0,1087.0,19105660.0,741.0,10143.0,0.5736519963194153
American,2009-01-01,155767.0,18960.0,0.0,782.0,183.0,41.0,0.0,118.0,69.0,554.0,741.0,18099010.0,779.0,12910.0,0.43206783133442106
American,2009-04-01,197042.0,22056.0,0.0,1153.0,279.0,48.0,0.0,180.0,93.0,832.0,1105.0,19703056.0,1053.0,15231.0,0.585188409351321
American,2009-07-01,187998.0,19708.0,0.0,969.0,258.0,45.0,0.0,294.0,54.0,576.0,924.0,19794039.0,1161.0,14645.0,0.48954132100073156
American,2009-10-01,264296.0,45752.0,0.0,1400.0,241.0,37.0,0.0,339.0,142.0,882.0,1363.0,18649876.0,916.0,14284.0,0.7506752323715182
American,2010-01-01,472071.0,131974.0,0.0,2284.0,292.0,36.0,0.0,299.0,395.0,1554.0,2248.0,17885435.0,1211.0,16124.0,1.2770167457487056
American,2010-04-01,267972.0,77151.0,1300.0,1791.0,345.0,51.0,0.0,581.0,202.0,957.0,1740.0,19706744.0,1477.0,17860.0,0.9088259328887612
American,2010-07-01,216832.0,20309.0,0.0,1059.0,142.0,15.0,0.0,356.0,63.0,625.0,1044.0,19695432.0,1468.0,15107.0,0.5376881299176377
American,2010-10-01,294458.0,77103.0,0.0,1417.0,230.0,32.0,0.0,367.0,203.0,815.0,1385.0,18934213.0,1259.0,15096.0,0.7483807222407396
American,2011-04-01,249274.0,156420.0,0.0,1660.0,269.0,56.0,10.0,504.0,340.0,760.0,1604.0,19650620.0,1369.0,15587.0,0.8447570611003623
American,2011-07-01,176168.0,436629.0,0.0,1677.0,172.0,46.0,0.0,445.0,671.0,515.0,1631.0,19890022.0,1803.0,18097.0,0.843136322322821
American,2011-10-01,176354.0,821921.0,0.0,1458.0,225.0,54.0,0.0,353.0,746.0,305.0,1404.0,18720802.0,1197.0,17326.0,0.7788127880418798
American,2011-01-01,301872.0,291542.0,0.0,2191.0,225.0,43.0,4.0,659.0,623.0,866.0,2148.0,17751646.0,845.0,11820.0,1.2342517420638064
American,2012-01-01,168607.0,916149.0,0.0,1478.0,210.0,30.0,0.0,328.0,899.0,221.0,1448.0,18320011.0,1142.0,14589.0,0.8067680745388199
American,2012-04-01,83042.0,847781.0,800.0,1349.0,131.0,66.0,0.0,169.0,904.0,210.0,1283.0,19749730.0,1475.0,15263.0,0.6830473125455386
American,2012-07-01,96083.0,897626.0,0.0,1355.0,131.0,46.0,0.0,269.0,860.0,180.0,1309.0,19277469.0,1301.0,16131.0,0.7028931028238198
American,2012-10-01,51087.0,866451.0,0.0,1389.0,237.0,28.0,0.0,394.0,853.0,114.0,1361.0,18536509.0,968.0,14442.0,0.7493320344192101
American,2013-01-01,49157.0,638099.0,0.0,1025.0,223.0,39.0,0.0,182.0,678.0,126.0,986.0,18267561.0,1078.0,12822.0,0.5611039152955339
American,2013-04-01,23711.0,429465.0,200.0,647.0,171.0,37.0,0.0,68.0,482.0,60.0,610.0,19581262.0,1046.0,13609.0,0.3304179270978551
American,2013-07-01,20593.0,651312.0,0.0,884.0,148.0,26.0,0.0,138.0,644.0,76.0,858.0,19549221.0,1084.0,13511.0,0.4521919313306653
American,2013-10-01,42098.0,463467.0,0.0,677.0,117.0,30.0,0.0,136.0,423.0,88.0,647.0,18664581.0,819.0,12864.0,0.3627190988107368
American,2014-01-01,49157.0,638099.0,0.0,1025.0,223.0,39.0,0.0,182.0,678.0,126.0,986.0,18267561.0,1078.0,12822.0,0.5611039152955339
American,2014-04-01,23297.0,481266.0,0.0,696.0,177.0,41.0,0.0,98.0,467.0,90.0,655.0,19957730.0,500.0,9014.0,0.34873705576736436
American,2014-07-01,32408.0,320855.0,0.0,508.0,131.0,16.0,0.0,80.0,328.0,84.0,492.0,19864696.0,472.0,7614.0,0.25573006503598145
American,2014-10-01,27820.0,467943.0,0.0,720.0,205.0,35.0,0.0,201.0,426.0,58.0,685.0,18826185.0,390.0,8549.0,0.3824460452290254
American,2015-01-01,55269.0,929513.0,2e3,1431.0,234.0,22.0,0.0,409.0,852.0,148.0,1409.0,18101123.0,520.0,9928.0,0.7905586852263254
American,2015-04-01,59692.0,579938.0,0.0,1089.0,202.0,72.0,0.0,360.0,569.0,88.0,1017.0,20066407.0,656.0,11703.0,0.5426980525213109
American,2015-07-01,42501.0,1057341.0,0.0,2558.0,256.0,74.0,0.0,1214.0,1106.0,164.0,2484.0,36891115.0,686.0,15366.0,0.6933918912453582
American,2015-10-01,83827.0,1226806.0,0.0,2426.0,387.0,62.0,0.0,872.0,1296.0,196.0,2364.0,22033306.0,600.0,13320.0,1.101060367427385
American,2016-01-01,61295.0,1117302.0,0.0,2642.0,669.0,73.0,0.0,1214.0,1162.0,193.0,2569.0,31360650.0,515.0,14766.0,0.8424570281547098
American Eagle,2008-01-01,0.0,0.0,0.0,154.0,0.0,1.0,0.0,100.0,1.0,52.0,43.0,552779.0,0.0,345.0,2.7859234884103774
American Eagle,2008-04-01,15323.0,0.0,0.0,740.0,0.0,33.0,0.0,467.0,14.0,226.0,681.0,2471385.0,0.0,2229.0,2.9942724423754292
American Eagle,2008-07-01,35023.0,2181.0,700.0,692.0,0.0,29.0,0.0,376.0,18.0,269.0,650.0,4191353.0,0.0,2588.0,1.6510181795711314
American Eagle,2008-10-01,65058.0,2151.0,100.0,1174.0,0.0,28.0,0.0,786.0,11.0,349.0,1104.0,3643632.0,0.0,3825.0,3.222059746977741
American Eagle,2009-01-01,72375.0,1915.0,0.0,1060.0,0.0,13.0,0.0,595.0,16.0,436.0,1e3,3373399.0,0.0,3846.0,3.142231322176831
American Eagle,2009-04-01,137695.0,5234.0,0.0,1536.0,0.0,39.0,0.0,785.0,35.0,677.0,1437.0,4046770.0,0.0,5081.0,3.79561971646523
American Eagle,2009-07-01,148096.0,5939.0,0.0,1410.0,0.0,31.0,0.0,629.0,33.0,717.0,1328.0,4130995.0,0.0,4170.0,3.413221269936178
American Eagle,2009-10-01,131733.0,13690.0,0.0,1822.0,0.0,32.0,0.0,1088.0,49.0,653.0,1743.0,3934563.0,0.0,4881.0,4.630755690021992
American Eagle,2010-01-01,145619.0,7165.0,0.0,1629.0,0.0,28.0,0.0,896.0,30.0,675.0,1553.0,3550434.0,0.0,3723.0,4.588171474247937
American Eagle,2010-04-01,206034.0,9103.0,0.0,2010.0,0.0,37.0,0.0,1022.0,56.0,895.0,1905.0,4013456.0,0.0,6346.0,5.008152574738579
American Eagle,2010-07-01,125088.0,4127.0,0.0,1557.0,0.0,46.0,0.0,896.0,38.0,577.0,1489.0,4097842.0,0.0,5708.0,3.7995608420236797
American Eagle,2010-10-01,123462.0,8346.0,0.0,1139.0,0.0,52.0,0.0,474.0,34.0,579.0,1087.0,4086490.0,0.0,5876.0,2.7872330533049143
American Eagle,2011-04-01,67455.0,23178.0,0.0,1345.0,0.0,52.0,11.0,802.0,63.0,417.0,1251.0,4377094.0,0.0,7647.0,3.072814977242892
American Eagle,2011-07-01,39864.0,83126.0,0.0,827.0,0.0,22.0,3.0,483.0,158.0,161.0,791.0,4449341.0,0.0,7556.0,1.8587022212952435
American Eagle,2011-10-01,43283.0,202577.0,0.0,593.0,0.0,26.0,8.0,229.0,223.0,107.0,550.0,4293651.0,0.0,7561.0,1.38110899092637
American Eagle,2011-01-01,43766.0,28218.0,0.0,994.0,0.0,22.0,7.0,652.0,71.0,242.0,957.0,3627278.0,0.0,6107.0,2.7403468937313322
American Eagle,2012-01-01,32838.0,206312.0,0.0,603.0,0.0,23.0,7.0,238.0,263.0,72.0,556.0,4098471.0,0.0,6437.0,1.4712803872468536
American Eagle,2012-04-01,22762.0,220115.0,0.0,528.0,0.0,36.0,5.0,156.0,256.0,75.0,483.0,4820334.0,0.0,6767.0,1.0953597821229817
American Eagle,2012-07-01,18891.0,126247.0,0.0,402.0,0.0,25.0,9.0,159.0,160.0,49.0,359.0,4762988.0,0.0,5098.0,0.8440080050590091
American Eagle,2012-10-01,11279.0,130564.0,0.0,412.0,4.0,16.0,0.0,200.0,160.0,30.0,396.0,4433663.0,52.0,4265.0,0.9292542080893382
American Eagle,2013-01-01,8304.0,191631.0,0.0,543.0,10.0,17.0,0.0,264.0,227.0,35.0,526.0,3971731.0,73.0,5320.0,1.3671620761829038
American Eagle,2013-04-01,7654.0,158198.0,0.0,509.0,7.0,18.0,0.0,269.0,179.0,43.0,491.0,4420134.0,36.0,5301.0,1.1515487991993003
American Eagle,2013-07-01,4979.0,123575.0,0.0,323.0,7.0,14.0,0.0,140.0,148.0,21.0,309.0,4449933.0,30.0,4020.0,0.7258536252118852
American Eagle,2013-10-01,12772.0,169943.0,0.0,548.0,2.0,6.0,0.0,324.0,174.0,44.0,542.0,4098294.0,35.0,5018.0,1.3371417472733775
American Eagle,2014-01-01,8304.0,191631.0,0.0,543.0,10.0,17.0,0.0,264.0,227.0,35.0,526.0,3971731.0,73.0,5320.0,1.3671620761829038
American Eagle,2014-04-01,5770.0,239113.0,0.0,702.0,11.0,29.0,0.0,367.0,272.0,34.0,673.0,4146074.0,41.0,5351.0,1.6931680428279863
Atlantic Southeast,2008-01-01,920.0,27054.0,0.0,552.0,0.0,0.0,0.0,0.0,471.0,81.0,552.0,1057771.0,0.0,2807.0,5.218520832959118
Atlantic Southeast,2008-04-01,5778.0,59366.0,0.0,741.0,0.0,1.0,2.0,0.0,580.0,158.0,738.0,2234774.0,0.0,5014.0,3.3157715276802042
Atlantic Southeast,2008-07-01,4984.0,81356.0,0.0,1219.0,NA,5.0,4.0,0.0,986.0,224.0,1210.0,3132410.0,NA,7432.0,3.8915723037533403
Atlantic Southeast,2008-10-01,8381.0,130457.0,0.0,1098.0,NA,14.0,9.0,0.0,920.0,155.0,1075.0,2865082.0,NA,7729.0,3.8323510461480685
Atlantic Southeast,2009-01-01,9134.0,151208.0,0.0,1143.0,10.0,16.0,2.0,0.0,969.0,156.0,1125.0,2898511.0,126.0,8974.0,3.943404044352428
Atlantic Southeast,2009-04-01,15405.0,79564.0,0.0,1131.0,172.0,1.0,44.0,2.0,701.0,383.0,1084.0,3417449.0,1878.0,8132.0,3.309486110838816
Atlantic Southeast,2009-07-01,6616.0,98578.0,0.0,587.0,208.0,5.0,28.0,2.0,396.0,156.0,552.0,3565266.0,2071.0,8633.0,1.6464409668170623
Atlantic Southeast,2009-10-01,1925.0,36712.0,0.0,76.0,212.0,2.0,3.0,3.0,63.0,5.0,68.0,3071287.0,1625.0,5043.0,0.24745326633427617
Atlantic Southeast,2010-01-01,4944.0,77896.0,0.0,164.0,179.0,2.0,14.0,0.0,134.0,14.0,148.0,3088354.0,1545.0,7192.0,0.531027207373248
Atlantic Southeast,2010-04-01,6419.0,89167.0,0.0,210.0,324.0,4.0,8.0,1.0,165.0,32.0,197.0,3445538.0,3370.0,7680.0,0.6094839180412464
Atlantic Southeast,2010-07-01,7035.0,106633.0,0.0,235.0,854.0,4.0,9.0,2.0,197.0,23.0,220.0,3666681.0,7594.0,8389.0,0.6409065855469838
Atlantic Southeast,2010-10-01,3925.0,78636.0,0.0,165.0,909.0,2.0,10.0,1.0,136.0,16.0,152.0,3527999.0,5120.0,6766.0,0.46768720739433317
