carrier,date,comp_alt_trans,comp_no_trans,comp_volunteers,denied_boarding,downgrades,no_comp_fail_comply,no_comp_new_flight,no_comp_small_equip,pass_no_trans,pass_trans,receive_comp,total_boardings,upgrades,volunteer_for_pay,denied_per_10k
Skywest,2013-01-01,68265.0,958616.0,35332.0,1843.0,1451.0,29.0,67.0,143.0,1508.0,96.0,1711.0,6314061.0,4276.0,10542.0,2.9188821584080356
Skywest,2013-04-01,91390.0,677668.0,0.0,1436.0,1432.0,90.0,83.0,101.0,1017.0,145.0,1252.0,6875131.0,5277.0,8049.0,2.088687473736864
Skywest,2013-07-01,79798.0,760003.0,0.0,1328.0,1262.0,26.0,41.0,48.0,1053.0,160.0,1252.0,6933277.0,5173.0,7137.0,1.9154001780110617
Skywest,2013-10-01,118733.0,1294969.0,0.0,2161.0,1319.0,41.0,97.0,82.0,1722.0,219.0,2048.0,6395843.0,4002.0,10214.0,3.378757108328019
Skywest,2014-01-01,68265.0,958616.0,35332.0,1843.0,1451.0,29.0,67.0,143.0,1508.0,96.0,1711.0,6314061.0,4276.0,10542.0,2.9188821584080356
Skywest,2014-04-01,72698.0,1152893.0,0.0,1836.0,1121.0,25.0,51.0,188.0,1362.0,210.0,1754.0,6861891.0,5633.0,10717.0,2.675647281485526
Skywest,2014-07-01,23742.0,765989.0,0.0,1373.0,1156.0,19.0,37.0,193.0,1041.0,83.0,1289.0,6752821.0,7207.0,8493.0,2.0332243369104557
Skywest,2014-10-01,18254.0,567210.0,2600.0,1332.0,1054.0,11.0,39.0,305.0,913.0,64.0,1231.0,6656843.0,4538.0,11280.0,2.000948497658725
Skywest,2015-01-01,22661.0,726888.0,730.0,1630.0,1166.0,20.0,45.0,297.0,1185.0,83.0,1496.0,6458573.0,3970.0,14041.0,2.5237773111800395
Skywest,2015-04-01,5797.0,633954.0,0.0,1739.0,1337.0,12.0,46.0,777.0,875.0,29.0,1606.0,7403792.0,4572.0,13941.0,2.348796400547179
Skywest,2015-07-01,11040.0,503652.0,0.0,924.0,1633.0,12.0,13.0,213.0,657.0,29.0,866.0,7710341.0,5889.0,12951.0,1.198390577018578
Skywest,2015-10-01,12436.0,427568.0,0.0,786.0,2027.0,12.0,13.0,177.0,554.0,30.0,640.0,6990054.0,4973.0,10896.0,1.1244548325377743
Skywest,2016-01-01,10372.0,385672.0,1300.0,709.0,1948.0,5.0,22.0,154.0,500.0,28.0,596.0,6858709.0,4007.0,9537.0,1.0337222354819253
Southwest,2008-01-01,666734.0,518134.0,8408273.0,4310.0,0.0,828.0,0.0,0.0,1489.0,1993.0,3482.0,24708540.0,0.0,25431.0,1.7443361687902241
Southwest,2008-04-01,361921.0,192334.0,5764725.0,2433.0,NA,761.0,0.0,0.0,602.0,1070.0,1672.0,27550957.0,NA,17578.0,0.8830909213062907
Southwest,2008-07-01,259315.0,95908.0,4680184.0,1585.0,NA,597.0,0.0,0.0,270.0,718.0,988.0,25694071.0,NA,14145.0,0.6168738305424625
Southwest,2008-10-01,267203.0,409584.0,5642799.0,2349.0,NA,617.0,0.0,0.0,1004.0,728.0,1732.0,24091435.0,NA,16249.0,0.9750353185686116
Southwest,2009-01-01,404325.0,671454.0,7617632.0,3328.0,0.0,655.0,0.0,0.0,1645.0,1028.0,2673.0,23366897.0,0.0,22760.0,1.4242370307020227
Southwest,2009-04-01,402822.0,507531.0,10794961.0,3526.0,0.0,853.0,0.0,0.0,1479.0,1194.0,2673.0,26517691.0,0.0,33825.0,1.3296783645303054
Southwest,2009-07-01,322744.0,380397.0,0.0,2978.0,0.0,864.0,0.0,0.0,1136.0,978.0,2114.0,26434803.0,0.0,29147.0,1.1265451836353764
Southwest,2009-10-01,407092.0,480726.0,0.0,3281.0,0.0,746.0,0.0,0.0,1358.0,1177.0,2535.0,25450773.0,0.0,28566.0,1.2891553431402654
Southwest,2010-01-01,865423.0,1189581.0,0.0,6167.0,0.0,1028.0,0.0,0.0,2893.0,2246.0,5139.0,23772905.0,0.0,35668.0,2.5941297456074466
Southwest,2010-04-01,372992.0,467159.0,0.0,2825.0,0.0,648.0,0.0,0.0,1189.0,988.0,2177.0,27613969.0,0.0,19603.0,1.023032943942249
Southwest,2010-07-01,314343.0,160154.0,0.0,2153.0,0.0,1026.0,0.0,0.0,376.0,751.0,1127.0,27848578.0,0.0,17393.0,0.7731094923410451
Southwest,2010-10-01,327959.0,219471.0,0.0,2062.0,0.0,850.0,0.0,0.0,484.0,728.0,1212.0,27178950.0,0.0,16548.0,0.7586753719330585
Southwest,2011-04-01,359121.0,343588.0,0.0,2102.0,0.0,662.0,0.0,0.0,683.0,757.0,1440.0,28919972.0,0.0,15391.0,0.7268333454818007
Southwest,2011-07-01,275991.0,163491.0,0.0,1583.0,0.0,739.0,0.0,0.0,320.0,524.0,844.0,28539135.0,0.0,14335.0,0.5546769374755051
Southwest,2011-10-01,371310.0,222999.0,0.0,1364.0,0.0,612.0,0.0,0.0,305.0,447.0,752.0,27712179.0,0.0,11201.0,0.49220236344460677
Southwest,2011-01-01,360544.0,394029.0,0.0,2167.0,0.0,620.0,0.0,0.0,787.0,760.0,1547.0,25637423.0,0.0,16228.0,0.8452487599865244
Southwest,2012-01-01,645399.0,298244.0,0.0,1964.0,0.0,806.0,0.0,0.0,356.0,802.0,1158.0,26029507.0,0.0,14755.0,0.7545283128105347
Southwest,2012-04-01,1044307.0,453781.0,0.0,3090.0,0.0,1278.0,0.0,0.0,528.0,1284.0,1812.0,29290547.0,0.0,21474.0,1.0549478642375645
Southwest,2012-07-01,682792.0,303985.0,0.0,2341.0,0.0,1111.0,0.0,0.0,363.0,867.0,1230.0,29334383.0,0.0,19272.0,0.7980396246957027
Southwest,2012-10-01,692490.0,345494.0,0.0,2095.0,0.0,937.0,0.0,0.0,370.0,788.0,1158.0,27876734.0,0.0,13851.0,0.7515227572928737
Southwest,2013-01-01,1346156.0,624418.0,0.0,3185.0,0.0,1037.0,0.0,0.0,662.0,1486.0,2148.0,26269242.0,0.0,17307.0,1.2124445768172527
Southwest,2013-04-01,1665020.0,946298.0,0.0,4538.0,0.0,1289.0,0.0,0.0,1172.0,2077.0,3249.0,30575862.0,0.0,26487.0,1.4841772899158165
Southwest,2013-07-01,844964.0,386798.0,0.0,2550.0,0.0,1094.0,0.0,0.0,465.0,991.0,1456.0,29421835.0,0.0,22614.0,0.8667032494744125
Southwest,2013-10-01,548943.0,187944.0,0.0,1948.0,0.0,1085.0,0.0,0.0,216.0,647.0,863.0,29378897.0,0.0,14512.0,0.6630609719622897
Southwest,2014-01-01,1346156.0,624418.0,0.0,3185.0,0.0,1037.0,0.0,0.0,662.0,1486.0,2148.0,26269242.0,0.0,17307.0,1.2124445768172527
Southwest,2014-04-01,1385643.0,629808.0,0.0,3605.0,0.0,1283.0,0.0,0.0,710.0,1612.0,2322.0,22614856.0,0.0,26341.0,1.5940848794261613
Southwest,2014-07-01,1108338.0,417833.0,0.0,3197.0,0.0,1389.0,0.0,0.0,500.0,1308.0,1808.0,33271343.0,0.0,24822.0,0.9608869711090412
Southwest,2014-10-01,546400.0,187589.0,0.0,1864.0,0.0,1013.0,0.0,0.0,227.0,624.0,851.0,32903774.0,0.0,13126.0,0.566500365581164
Southwest,2015-01-01,1339153.0,580043.0,0.0,3326.0,0.0,1183.0,0.0,0.0,647.0,1496.0,2143.0,31993058.0,0.0,20641.0,1.0396005283396166
Southwest,2015-04-01,1810981.0,725435.0,0.0,4436.0,0.0,1518.0,0.0,0.0,822.0,2096.0,2918.0,37496853.0,0.0,29084.0,1.1830326134302525
Southwest,2015-07-01,1954266.0,657812.0,0.0,4413.0,0.0,1398.0,0.0,0.0,776.0,2241.0,3017.0,37603390.0,0.0,27315.0,1.173564404698619
Southwest,2015-10-01,1347420.0,541328.0,0.0,3433.0,0.0,1305.0,0.0,0.0,626.0,1502.0,2128.0,36839451.0,0.0,19473.0,0.9318814224457362
Southwest,2016-01-01,1338902.0,378987.0,0.0,3116.0,0.0,1216.0,0.0,0.0,417.0,1483.0,1900.0,34393320.0,0.0,18278.0,0.9059898840821415
Spirit,2015-01-01,524.0,58626.0,0.0,128.0,119.0,199811.0,0.0,48.0,127.0,1.0,128.0,3552709.0,0.0,1947.0,0.36028844467700566
Spirit,2015-04-01,3012.0,119234.0,0.0,179.0,125.0,209564.0,0.0,328.0,176.0,3.0,179.0,4001225.0,0.0,2484.0,0.4473629950827559
Spirit,2015-07-01,0.0,36224.0,0.0,65.0,59.0,220481.0,0.0,142.0,65.0,0.0,65.0,4226050.0,0.0,1e3,0.15380792939032903
Spirit,2015-10-01,0.0,84591.0,0.0,124.0,122.0,233333.0,0.0,117.0,124.0,0.0,124.0,4230180.0,0.0,1158.0,0.2931317343470018
Spirit,2016-01-01,448.0,83341.0,0.0,123.0,147.0,246266.0,0.0,348.0,122.0,1.0,123.0,4509591.0,0.0,1224.0,0.2727520078871898
United,2008-01-01,88944.0,255521.0,22466.0,1239.0,10818.0,1.0,0.0,0.0,845.0,394.0,1239.0,13846166.0,50052.0,13550.0,0.894832547869208
United,2008-04-01,136318.0,309524.0,42659.0,1535.0,11738.0,0.0,0.0,0.0,1047.0,488.0,1535.0,15576992.0,76457.0,29157.0,0.9854277385518334
United,2008-07-01,296117.0,848638.0,57197.0,2586.0,11077.0,0.0,0.0,0.0,1857.0,729.0,2586.0,15278008.0,69282.0,29613.0,1.6926290390736802
United,2008-10-01,164649.0,404990.0,20794.0,1452.0,9906.0,0.0,0.0,0.0,948.0,504.0,1452.0,12867796.0,51287.0,20304.0,1.1283983675215241
United,2009-01-01,128093.0,481242.0,16621.0,1550.0,7022.0,0.0,0.0,0.0,1126.0,424.0,1550.0,11953422.0,45310.0,19330.0,1.2966998069674107
United,2009-04-01,233532.0,615063.0,5914.0,2282.0,10995.0,1.0,1.0,1.0,1542.0,739.0,2282.0,13336497.0,82881.0,26845.0,1.7110940001711095
United,2009-07-01,114532.0,334146.0,9873.0,1091.0,10944.0,0.0,0.0,0.0,816.0,275.0,1091.0,13750493.0,82283.0,20574.0,0.7934260975224671
United,2009-10-01,187006.0,555775.0,35032.0,1722.0,8658.0,0.0,0.0,0.0,1292.0,430.0,1722.0,11930997.0,54291.0,15064.0,1.4432993319837395
United,2010-01-01,218369.0,767861.0,19524.0,2142.0,9769.0,0.0,0.0,0.0,1641.0,501.0,2142.0,11171323.0,52025.0,15521.0,1.917409424112077
United,2010-04-01,125787.0,480903.0,9746.0,1210.0,10848.0,0.0,0.0,0.0,934.0,276.0,1210.0,12663048.0,41538.0,11732.0,0.9555361394823743
United,2010-07-01,148822.0,599805.0,17061.0,1629.0,10181.0,0.0,0.0,0.0,1249.0,380.0,1629.0,13071281.0,47906.0,17349.0,1.2462435778100096
United,2010-10-01,95847.0,391605.0,7433.0,1181.0,8550.0,0.0,0.0,63.0,811.0,307.0,1181.0,11805553.0,27693.0,16152.0,1.0003766871403652
United,2011-04-01,64550.0,345483.0,10324.0,1009.0,8621.0,0.0,0.0,224.0,624.0,161.0,1009.0,11791428.0,32661.0,20817.0,0.8557063656751328
United,2011-07-01,181257.0,561880.0,27964.0,1456.0,14378.0,0.0,0.0,278.0,841.0,337.0,1456.0,12287697.0,29810.0,20197.0,1.18492505145594
United,2011-10-01,124410.0,559211.0,12e3,912.0,10147.0,3.0,0.0,134.0,610.0,165.0,912.0,10601398.0,16892.0,13413.0,0.8602639010439944
United,2011-01-01,86652.0,369933.0,10889.0,1193.0,7242.0,0.0,0.0,124.0,828.0,241.0,1193.0,10504227.0,25127.0,18903.0,1.135733262428544
United,2012-01-01,87919.0,1545480.0,30399.0,3084.0,8158.0,98.0,59.0,171.0,2589.0,167.0,2853.0,17850152.0,11652.0,21120.0,1.7277163802302635
United,2012-04-01,81078.0,2104776.0,95183.0,4450.0,2852.0,169.0,79.0,1206.0,2792.0,204.0,4151.0,21099463.0,9228.0,22500.0,2.109058415372941
United,2012-07-01,118500.0,1657551.0,84382.0,4014.0,2903.0,95.0,144.0,1553.0,2085.0,137.0,3767.0,21082126.0,13866.0,22443.0,1.9039825490085773
United,2012-10-01,52076.0,1553151.0,41206.0,2846.0,2985.0,69.0,45.0,914.0,1805.0,13.0,2600.0,18696707.0,6660.0,13198.0,1.5221931862118823
United,2013-01-01,35499.0,1637309.0,64527.0,2592.0,3187.0,65.0,79.0,542.0,1896.0,10.0,2395.0,18143463.0,8585.0,14093.0,1.4286137106240413
United,2013-04-01,29304.0,973137.0,0.0,1856.0,3577.0,50.0,38.0,701.0,1028.0,39.0,1747.0,19942776.0,6989.0,12781.0,0.9306628124389503
United,2013-07-01,20839.0,1032390.0,0.0,1966.0,3147.0,89.0,21.0,762.0,1043.0,51.0,1817.0,20156960.0,10341.0,13768.0,0.9753454886054247
United,2013-10-01,52316.0,1724751.0,0.0,2601.0,3107.0,75.0,95.0,750.0,1585.0,96.0,2457.0,18969272.0,5307.0,17074.0,1.3711649029019142
United,2014-01-01,35499.0,1637309.0,64527.0,2592.0,3187.0,65.0,79.0,542.0,1896.0,10.0,2395.0,18143463.0,8585.0,14093.0,1.4286137106240413
United,2014-04-01,40945.0,1229441.0,0.0,2171.0,3220.0,61.0,105.0,847.0,1090.0,68.0,2080.0,20144390.0,5348.0,16498.0,1.0777194047573542
United,2014-07-01,12698.0,819264.0,0.0,1530.0,2230.0,29.0,43.0,695.0,729.0,34.0,1466.0,20332343.0,8763.0,14419.0,0.752495666633206
United,2014-10-01,15670.0,510890.0,0.0,982.0,2872.0,39.0,83.0,281.0,555.0,24.0,909.0,18946348.0,4855.0,12582.0,0.5183056914187367
United,2015-01-01,28415.0,1143851.0,0.0,1817.0,2537.0,76.0,122.0,360.0,1217.0,42.0,1710.0,18105638.0,5939.0,17373.0,1.003554804310127
United,2015-04-01,26044.0,891511.0,0.0,1647.0,3108.0,35.0,97.0,600.0,877.0,38.0,1581.0,21166446.0,6826.0,22068.0,0.7781183482574259
United,2015-07-01,18721.0,706768.0,0.0,1378.0,2456.0,55.0,38.0,578.0,655.0,52.0,1306.0,21879356.0,10478.0,23206.0,0.6298174406961522
United,2015-10-01,24980.0,847372.0,0.0,1475.0,2482.0,27.0,30.0,614.0,766.0,38.0,1403.0,20930474.0,5703.0,18743.0,0.7047140929536522
United,2016-01-01,15683.0,458894.0,0.0,929.0,2337.0,16.0,26.0,489.0,379.0,19.0,903.0,18965779.0,5777.0,14380.0,0.4898296030972416
US,2008-01-01,460030.0,0.0,0.0,2560.0,0.0,0.0,769.0,57.0,0.0,1734.0,1734.0,12755978.0,1596.0,26153.0,2.0069021755917107
US,2008-04-01,355370.0,0.0,0.0,2042.0,0.0,0.0,743.0,48.0,0.0,1251.0,1251.0,13205783.0,1388.0,21367.0,1.5462922569604545
US,2008-07-01,140534.0,0.0,0.0,1252.0,0.0,0.0,454.0,5.0,0.0,793.0,793.0,14263574.0,2937.0,18559.0,0.8777603705775284
US,2008-10-01,413919.0,0.0,0.0,1351.0,0.0,109.0,279.0,2.0,0.0,961.0,961.0,12919729.0,2665.0,18922.0,1.0456875682144726
US,2009-01-01,697703.0,0.0,0.0,1893.0,0.0,107.0,198.0,4.0,0.0,1584.0,1584.0,12580587.0,3526.0,22938.0,1.5046992640327514
US,2009-04-01,947614.0,0.0,0.0,2556.0,0.0,110.0,184.0,4.0,0.0,2258.0,2258.0,13626407.0,5379.0,27196.0,1.875769599425586
US,2009-07-01,342517.0,0.0,0.0,1441.0,0.0,144.0,220.0,23.0,0.0,1054.0,1054.0,13259011.0,5096.0,14840.0,1.0868080583084214
US,2009-10-01,496831.0,0.0,0.0,1407.0,0.0,92.0,114.0,44.0,0.0,1157.0,1157.0,12275768.0,2660.0,10524.0,1.1461604683307798
US,2010-01-01,1547636.0,0.0,0.0,3593.0,0.0,148.0,129.0,7.0,0.0,3309.0,3309.0,12153896.0,2470.0,19387.0,2.9562536984025534
US,2010-04-01,700651.0,0.0,0.0,1965.0,3033.0,175.0,123.0,33.0,0.0,1634.0,1634.0,12583487.0,0.0,17250.0,1.561570334200687
US,2010-07-01,435873.0,0.0,0.0,1545.0,4031.0,130.0,119.0,58.0,0.0,1238.0,1238.0,13734726.0,0.0,16387.0,1.12488592782994
US,2010-10-01,399937.0,0.0,0.0,1204.0,2356.0,157.0,115.0,1.0,0.0,931.0,931.0,13192128.0,0.0,11122.0,0.9126654926331824
US,2011-04-01,619354.0,0.0,0.0,1590.0,3366.0,127.0,157.0,7.0,0.0,1299.0,1299.0,14011454.0,0.0,11524.0,1.1347858687613719
US,2011-07-01,384252.0,0.0,0.0,1120.0,3890.0,146.0,76.0,6.0,0.0,892.0,892.0,13743223.0,0.0,8767.0,0.8149471197549512
US,2011-10-01,792310.0,0.0,0.0,1156.0,2872.0,86.0,69.0,5.0,0.0,996.0,996.0,13334767.0,0.0,8325.0,0.8669067858478517
US,2011-01-01,480799.0,0.0,0.0,1177.0,2136.0,112.0,73.0,0.0,0.0,992.0,992.0,12705868.0,0.0,11360.0,0.9263436390178145
US,2012-01-01,714486.0,0.0,0.0,974.0,2261.0,80.0,52.0,10.0,0.0,832.0,832.0,13514441.0,0.0,7475.0,0.7207105347531578
US,2012-04-01,779145.0,0.0,0.0,1073.0,3002.0,100.0,46.0,0.0,0.0,927.0,927.0,14144925.0,0.0,6791.0,0.7585759556872871
US,2012-07-01,635726.0,0.0,0.0,989.0,4280.0,119.0,61.0,1.0,0.0,808.0,808.0,14000602.0,0.0,7100.0,0.7063981963061303
US,2012-10-01,540853.0,0.0,0.0,719.0,2602.0,56.0,38.0,0.0,0.0,625.0,625.0,13577101.0,0.0,6398.0,0.5295681309286865
US,2013-01-01,779747.0,0.0,0.0,1006.0,2216.0,46.0,58.0,6.0,0.0,896.0,896.0,13761795.0,0.0,6399.0,0.7310092905758298
US,2013-04-01,599843.0,0.0,0.0,985.0,3262.0,114.0,91.0,7.0,0.0,773.0,773.0,14993178.0,0.0,8011.0,0.6569654545553985
US,2013-07-01,461618.0,0.0,0.0,756.0,4088.0,106.0,86.0,5.0,0.0,559.0,559.0,14851237.0,0.0,6816.0,0.5090485055217959
US,2013-10-01,566823.0,0.0,0.0,784.0,2237.0,64.0,67.0,10.0,0.0,643.0,643.0,14228483.0,0.0,6045.0,0.5510074404980488
US,2014-01-01,779747.0,0.0,0.0,1006.0,2216.0,46.0,58.0,6.0,0.0,896.0,896.0,13761795.0,0.0,6399.0,0.7310092905758298
US,2014-04-01,284831.0,835914.0,0.0,1608.0,0.0,81.0,80.0,3.0,7685.0,679.0,1444.0,15449001.0,1852.0,8810.0,1.040844000204285
US,2014-07-01,11841.0,342664.0,0.0,795.0,0.0,64.0,0.0,297.0,359.0,75.0,731.0,14994856.0,3178.0,5500.0,0.5301818170177827
US,2014-10-01,13688.0,325554.0,0.0,755.0,0.0,27.0,0.0,300.0,365.0,63.0,728.0,14187328.0,2149.0,4625.0,0.5321650419303762
US,2015-01-01,32163.0,658690.0,0.0,1225.0,73.0,62.0,0.0,341.0,704.0,118.0,1163.0,15061853.0,3307.0,5554.0,0.8133129436331638
US,2015-04-01,18792.0,695300.0,0.0,1156.0,44.0,30.0,0.0,304.0,731.0,91.0,1126.0,16073671.0,2622.0,6323.0,0.7191885413108182
Virgin,2012-01-01,2256.0,700.0,7651.0,12.0,0.0,10.0,0.0,0.0,0.0,2.0,3.0,1402246.0,0.0,14.0,0.08557699576251242
Virgin,2012-04-01,0.0,0.0,825.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1600351.0,1.0,3.0,0.024994516827870884
Virgin,2012-07-01,1e3,2600.0,500.0,11.0,0.0,2.0,0.0,0.0,4.0,5.0,9.0,1663716.0,1.0,2.0,0.06611705363174965
Virgin,2012-10-01,6662.0,401.0,6853.0,18.0,31.0,3.0,3.0,0.0,0.0,12.0,12.0,1499063.0,19.0,30.0,0.12007500685428166
Virgin,2013-01-01,4229.0,2900.0,35639.0,11.0,4.0,0.0,1.0,0.0,0.0,10.0,10.0,1319210.0,17.0,119.0,0.08338323693725791
Virgin,2013-04-01,8080.0,0.0,26836.0,12.0,0.0,0.0,0.0,3.0,0.0,12.0,12.0,1708688.0,7.0,68.0,0.07022932214658265
Virgin,2013-07-01,250.0,0.0,17708.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1661469.0,8.0,60.0,0.012037540273095677
Virgin,2013-10-01,400.0,0.0,27816.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1555207.0,6.0,104.0,0.0064300122105931876
Virgin,2014-01-01,4229.0,2900.0,35639.0,11.0,4.0,0.0,1.0,0.0,0.0,10.0,10.0,1319210.0,17.0,119.0,0.08338323693725791
Virgin,2014-04-01,9664.0,0.0,39850.0,11.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,1703282.0,2.0,137.0,0.06458120264289766
Virgin,2014-07-01,8445.0,0.0,67022.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1677222.0,9.0,235.0,0.029811199709996652
Virgin,2014-10-01,15760.0,0.0,111530.0,16.0,2.0,0.0,4.0,0.0,0.0,16.0,15.0,1598058.0,23.0,302.0,0.10012152249793187
Virgin,2015-01-01,4784.0,0.0,89522.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1510065.0,6.0,286.0,0.033111157466731565
Virgin,2015-04-01,11210.0,3321.0,241103.0,15.0,0.0,0.0,0.0,0.0,5.0,10.0,15.0,1772262.0,11.0,669.0,0.08463759872975891
Virgin,2015-07-01,10334.0,566.0,80416.0,17.0,3.0,3.0,0.0,0.0,2.0,12.0,14.0,1813533.0,17.0,279.0,0.09373967829645229
Virgin,2015-10-01,50048.0,200.0,269956.0,43.0,8.0,0.0,0.0,0.0,0.0,43.0,43.0,1832945.0,36.0,488.0,0.23459514606275694
Virgin,2016-01-01,29852.0,3114.0,191437.0,30.0,5.0,0.0,0.0,0.0,0.0,30.0,30.0,1739517.0,38.0,427.0,0.17246166608317137
